tipo	ga	versao	origem	scope	divergente
transitiva	org.slf4j:jul-to-slf4j	2.0.18	transitiva	compile	
transitiva	org.slf4j:slf4j-api	2.0.18	transitiva	compile	
transitiva	org.springframework.boot:spring-boot	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-actuator	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-actuator-autoconfigure	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-autoconfigure	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-cache	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-data-commons	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-data-jpa	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-health	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-hibernate	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-http-converter	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-jackson	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-jackson2	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-jdbc	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-jpa	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-micrometer-metrics	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-micrometer-observation	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-netty	4.1.1	transitiva	runtime	
transitiva	org.springframework.boot:spring-boot-persistence	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-security	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-security-oauth2-client	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-security-oauth2-resource-server	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-servlet	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-sql	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-actuator	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-cache	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-data-jpa	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-jackson	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-jdbc	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-logging	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-micrometer-metrics	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-oauth2-client	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-oauth2-resource-server	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-security	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-tomcat	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-tomcat-runtime	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-validation	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-web	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-tomcat	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-transaction	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-validation	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-web-server	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-webmvc	4.1.1	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-commons	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-context	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-loadbalancer	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-netflix-eureka-client	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-starter	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-starter-loadbalancer	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-starter-netflix-eureka-client	5.0.2	transitiva	compile	
transitiva	org.springframework.data:spring-data-commons	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-jpa	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-keyvalue	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-config	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-core	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-crypto	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-oauth2-client	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-oauth2-core	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-oauth2-jose	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-oauth2-resource-server	7.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-web	7.1.1	transitiva	compile	
transitiva	org.springframework:spring-aop	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-aspects	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-beans	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-context	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-context-support	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-core	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-expression	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-jdbc	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-messaging	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-orm	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-oxm	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-tx	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-web	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-webmvc	7.0.9	transitiva	compile	
transitiva	org.yaml:snakeyaml	2.6	transitiva	compile	
transitiva	redis.clients.authentication:redis-authx-core	0.1.1-beta2	transitiva	compile	
transitiva	tools.jackson.core:jackson-core	3.2.2	transitiva	compile	
transitiva	tools.jackson.core:jackson-databind	3.2.2	transitiva	compile	
transitiva	tools.jackson.dataformat:jackson-dataformat-smile	3.2.2	transitiva	compile	
transitiva	tools.jackson.dataformat:jackson-dataformat-xml	3.2.2	transitiva	compile	
transitiva	xmlpull:xmlpull	1.1.3.1	transitiva	compile	
